번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자
1,인공지능과 흙,김동훈 지음,민음사,2021,9.78894E+12,,,,,1,0,2021-03-19
2,가짜 행복 권하는 사회,김태형 지음,갈매나무,2021,9.79119E+12,,,,,1,0,2021-03-19
3,나도 한 문장 잘 쓰면 바랄 게 없겠네,김선영 지음,블랙피쉬,2021,9.78897E+12,,,,,1,0,2021-03-19
4,예루살렘 해변,"이도 게펜 지음, 임재희 옮김",문학세계사,2021,9.78897E+12,,,,,1,0,2021-03-19
5,김성곤의 중국한시기행 : 장강·황하 편,김성곤 지음,김영사,2021,9.78893E+12,,,,,1,0,2021-03-19
6,처음 읽는 음식의 세계사,"미야자키 마사카츠 지음, 한세희 옮김",탐나는책,2021,9.79119E+12,,,,,1,0,2021-03-19
7,아르센 벵거 자서전 My Life in Red and White,"아르센 벵거 지음, 이성모 옮김",한즈미디어(한스미디어),2021,9.79116E+12,,,,,1,0,2021-03-19
8,쓰고 달콤한 직업,천운영 지음,마음산책,2021,9.78896E+12,,,,,1,0,2021-03-19
9,일잘러의 노션 100% 활용법,제레미 강 지음,위키북스,2021,9.79116E+12,,,,,1,0,2021-03-19
10,타이난 골목 노포 산책,"천구이팡 지음, 심혜경 외 옮김",페이퍼스토리,2021,9.789E+12,,,,,1,0,2021-03-19
11,이디스 워튼의 환상 이야기,"이디스 워튼 지음, 성소희 옮김",레인보우퍼블릭북스,2021,9.79119E+12,,,,,1,0,2021-03-19
12,질서 너머,"조던 B. 피터슨 지음, 김한영 옮김",웅진지식하우스,2021,9.7889E+12,,,,,1,0,2021-03-19
13,성장을 꿈꾸는 너에게,"우쥔 지음, 이지수 옮김",오월구일,2021,9.7912E+12,,,,,1,0,2021-03-19
14,스티븐 호킹,"레너드 믈로디노프 지음, 하인해 옮김",까치,2021,9.78897E+12,,,,,1,0,2021-03-19
15,벌의 사생활,"소어 핸슨 지음, 하윤숙 옮김",에이도스,2021,9.79119E+12,,,,,1,0,2021-03-19
16,지브리의 천재들,"스즈키 도시오 지음, 이선희 옮김",포레스트북스,2021,9.79119E+12,,,,,1,0,2021-03-19
17,베르디 오페라,박종호 지음,풍월당,2021,9.79119E+12,,,,,1,0,2021-03-19
18,인간의 탐험,"앤드루 레이더 지음, 민청기 옮김",소소의책,2021,9.79119E+12,,,,,1,0,2021-03-19
19,의도하지 않은 결과,"클라이브 윌스 지음, 김수민 옮김",프롬북스,2021,9.79119E+12,,,,,1,0,2021-03-19
20,내가 대학원을 가게 된다면,정재엽 지음,원앤원북스,2021,9.79117E+12,,,,,1,0,2021-03-19
21,기술의 시대,"브래드 스미스.캐럴 앤 브라운 지음, 이지연 옮김",한빛비즈,2021,9.79116E+12,,,,,1,0,2021-03-19
22,청소년을 위한 에이트,이지성 지음,생각학교,2021,9.79119E+12,,,,,1,0,2021-03-19
23,노가다 칸타빌레,송주홍 지음,시대의창,2021,9.78896E+12,,,,,1,0,2021-03-19
24,어쩌면 스무 번,편혜영 지음,문학동네,2021,9.78895E+12,,,,,1,0,2021-03-19
25,사랑의 기억,김진영 지음,한길사,2021,9.78894E+12,,,,,1,0,2021-03-19
26,그림책이라는 산,고정순 지음,만만한책방,2021,9.79119E+12,,,,,1,0,2021-03-19
27,여행자,"울리히 알렉산더 보슈비츠 지음, 전은경 옮김",비채,2021,9.78893E+12,,,,,1,0,2021-03-19
28,요리 마법사 아하부장의 매직 레시피,아하부장 지음,프롬비,2021,9.79119E+12,,,,,1,0,2021-03-19
29,이서윤의 초등생활 처방전 365,이서윤 지음,아울북,2021,9.78895E+12,,,,,1,0,2021-03-19
30,서점 탐정 유동인,김재희 지음,몽실북스,2021,9.79119E+12,,,,,1,0,2021-03-19
31,적자의 본질,"스테파니 켈튼 지음, 이가영 옮김",비즈니스맵,2021,9.78899E+12,,,,327.04,1,1,2021-03-16
32,한 권으로 배우는 음악 이야기,전기홍 지음,상상출판,2021,9.79119E+12,,,,670.4,1,1,2021-03-16
33,인간 관찰,"구라하시 마야코 지음, 황세정 옮김",쌤앤파커스,2021,9.79117E+12,,,,189.2,1,1,2021-03-16
34,정원의 쓸모,"수 스튜어트 스미스 지음, 고정아 옮김",윌북,2021,9.79116E+12,,,,525.3,1,1,2021-03-16
35,뇌는 당신이 왜 우울한지 알고 있다,"야오나이린 지음, 정세경 옮김, 전홍진 감수",더퀘스트,2021,9.79117E+12,,,,181.3,1,1,2021-03-16
36,노후 수업,박중언 지음,휴(休),2021,9.79116E+12,,,,199.1,1,1,2021-03-16
37,스마트한 원격수업,(사)디지털리터러시교육협회 지음,성안당,2021,9.78893E+12,,,,5.567,1,0,2021-03-16
38,진화의 오리진,"존 그리빈.메리 그리빈 지음, 권루시안 옮김",진선북스(진선출판사),2021,9.79119E+12,,,,443.1,1,0,2021-03-16
39,뇌는 작아지고 싶어 한다,"브루스 후드 지음, 조은영 옮김",알에이치코리아(RHK),2021,9.78893E+12,,,,511.1813,1,0,2021-03-16
40,벼랑 끝의 파리,"메리 매콜리프 지음, 최애리 옮김",현암사,2021,9.78893E+12,,,,609.11,1,0,2021-03-16
41,2차 세계대전의 민중사,"도니 글룩스타인 지음, 김덕련 옮김",오월의봄,2021,9.79119E+12,,,,909.54,1,1,2021-03-16
42,피에 젖은 땅,"티머시 스나이더 지음, 함규진 옮김",글항아리,2021,9.78897E+12,,,,920.5,1,1,2021-03-16
43,D. H. 로렌스 유럽사 이야기,"데이비드 허버트 로렌스 지음, 채희석 옮김",페이퍼로드,2021,9.79119E+12,,,,920,1,1,2021-03-16
44,굴욕 없는 출산,목영롱 지음,들녘,2021,9.79116E+12,,,,516.54,1,0,2021-03-16
45,살릴 수 있었던 여자들,"레이철 루이즈 스나이더 지음, 황성원 옮김, 정희진 해제",시공사,2021,9.79117E+12,,,,332.2,1,0,2021-03-16
46,평범한 결혼생활,임경선 지음,토스트,2021,9.7912E+12,,,,814.7,1,1,2021-03-16
47,훠궈 : 내가 사랑하는 빨강,허윤선 지음,세미콜론,2021,9.79119E+12,,,,11,1,1,2021-03-16
48,라면 : 지금 물 올리러 갑니다,윤이나 지음,세미콜론,2021,9.79119E+12,,,,818,1,0,2021-03-16
49,실크 스타킹 한 켤레,"세라 오언 주잇 외 지음, 정소영 옮김",문학동네,2021,9.78895E+12,,,,843,1,1,2021-03-16
50,자본주의 대전환,"리베카 헨더슨 지음, 임상훈 옮김, 이관휘 감수",어크로스,2021,9.79119E+12,,,,325.1,1,1,2021-03-16
51,걷는 생각들,오원 지음,생각정거장,2021,9.79116E+12,,,,814.7,1,0,2021-03-16
52,나는 내가 싫고 좋고 이상하고,백은선 지음,문학동네,2021,9.78895E+12,,,,814.7,1,1,2021-03-16
53,고도일보 송가을인데요,송경화 지음,한겨레출판,2021,9.79116E+12,,,,813.7,1,1,2021-03-16
54,비행사,"예브게니 보돌라스킨 지음, 승주연 옮김",은행나무,2021,9.79119E+12,,,,892.83,1,0,2021-03-16
55,호박색 밤,"실비 제르맹 지음, 이창실 옮김",문학동네,2021,9.78895E+12,,,,863,1,0,2021-03-16
56,유다,"아모스 오즈 지음, 최창모 옮김",현대문학,2021,9.79119E+12,,,,839.45,1,0,2021-03-16
57,바다 도시의 아이들,"스트루언 머레이 지음, 허진 옮김",위니더북,2021,9.79119E+12,,,,843,1,1,2021-03-16
58,세탁 살림 백과,"설재원 지음, 김미선",황금부엉이,2021,9.78896E+12,,,,591,1,0,2021-03-16
59,아들과의 대화법,손경이 지음,길벗,2021,9.79117E+12,,,,598.1,1,0,2021-03-16
60,그날 밤 체르노빌,"애덤 히긴보덤 지음, 김승진 옮김",이후,2021,9.78896E+12,,,,559.17,1,1,2021-03-16
61,(맛있는 디자인)프리미어 프로 CC: 쉽게 배워 제대로 써먹는 유튜브 영상 편집,"정지원,심수진,윤성우,김덕영 지음",한빛미디어,2021,9.79116E+12,,1,2021,5.567,1,1,2021-03-15
62,엑시트,송희창,지혜로,2020,9.79119E+12,,,,327.04,1,1,2021-03-15
63,회사가 사라졌다,싸우는여자들기록팀 또록,파시클,2020,9.7912E+12,,,,321.542,1,0,2021-03-15
64,현명한 퀀트 주식투자 (누구나 쉽게 할 수 있다! 간단하지만 강력한 자동매매),닥터퀀트(이종진)|systrader79(이우근)|뉴지스탁(문호준 외 2인),이레미디어,2021,9.79119E+12,,,,327.856,1,1,2021-03-15
65,행복의 선택 (긍정심리와 자기성장),김청송,싸이앤북스(싸이북스),2021,9.7912E+12,,,,191.6,1,0,2021-03-15
66,행동경제학 - 마음과 행동을 바꾸는 선택 설계의 힘,"리처드 H. 탈러 (지은이), 박세연 (옮긴이)",웅진지식하우스,2021,9.7889E+12,,,,321.89,1,0,2021-03-15
67,한번에 통과하는 논문 (AMOS 구조방정식 활용과 SPSS 고급 분석),히든그레이스 <b>논문</b>통계팀,한빛아카데미,2018,9.79116E+12,,,,413.84,1,0,2021-03-15
68,프리미어 프로 & 애프터 이펙트  CC 2021 무작정 따라하기 ,"신의철,이현석,김나현 지음",길벗,2021,9.79117E+12,,0,2021,5.567,1,0,2021-03-15
69,"케이크 (특별한 레시피를 원하는 홈베이커들을 위한, 개정판)",양우미,시대인,2020,9.79113E+12,,,,594.71,1,1,2021-03-15
70,커피 사이언스,송주빈 (지은이),커피사이언스,2019,9.7912E+12,,,,573.93,1,1,2021-03-15
71,처음 배우는 애저 (Azure Portal로 배우는 애저 도입부터 활용까지),김도균,한빛미디어,2020,9.79116E+12,,,,5.74,1,1,2021-03-15
72,질문이 답이 되는 순간 - 어떤 세상에서도 살아가야 할 우리에게 김제동과 전문가 7인이 전하는 다정한 안부와 제안,"김제동, 김상욱, 유현준, 심채경, 이원재, 정재승, 이정모, 김창남 (지은이)",나무의마음,2021,9.79119E+12,,,,1.3,1,0,2021-03-15
73,있는 그대로 - 정준영의 위빠사나 이야기,정준영 (지은이),에디터,2019,9.78897E+12,,,,224.81,1,1,2021-03-15
74,월 10만원 그림 투자 재테크 (주식보다 안전하고 부동산보다 수익 좋은),한혜미,쌤앤파커스,2021,9.79117E+12,,,,327.88,1,0,2021-03-15
75,우린 누군가의 봄이었으니까,이평,경향BP(경향비피),2019,9.78897E+12,,,,818,1,0,2021-03-15
76,우리는 히스테리 사회에 산다 (한국인의 사회적 성격 형성과 과정),강창동,박영스토리,2021,9.79117E+12,,,,331.1,1,1,2021-03-15
77,왕초보도 바로 돈 버는 부동산 경매의 기술 - 2천만 원으로 시작하는 실전 부동산 경매 노하우,"정민우, 유근용 (지은이)",비즈니스북스,2021,9.79116E+12,,,,367.564,1,0,2021-03-15
78,오늘의 주식 (이슈를 읽으면 종목이 보인다),효라클(김성효),토네이도,2021,9.79116E+12,,,,327.856,1,1,2021-03-15
79,아산 정주영 레거시,김화진,,2021,9.78895E+12,,,,325,1,1,2021-03-15
80,"쉽게 따라하는 인공지능 FOR 클래스룸 (인공지능 윤리, Google Arts & Culture, 머신러닝)",박찬|전수연|진성임|손미현|노희진|정선재|강윤진|이정훈|변문경,다빈치books,2021,9.79119E+12,,,,373.33,1,1,2021-03-15
81,"성경의 패러독스, 그 특별한 지혜",워렌 위어스비,디모데,2019,9.78894E+12,,,,234.8,1,0,2021-03-15
82,"서정진, 미래를 건 승부사 (셀트리온 신화와 새로운 도전)",<b>곽정수</b>,위즈덤하우스,2021,9.79119E+12,,,,325.099,1,1,2021-03-15
83,생쌀로 굽는 빵 (블렌더로 3분),리토 시오리,팬앤펜(PAN n PEN),2020,9.7912E+12,,,,594.71,1,0,2021-03-15
84,삶을 위한 대화 수업 (변화와 회복으로 안내하는 듣기와 말하기),<b>신호승</b>,원더박스,2020,9.79119E+12,,,,104,1,0,2021-03-15
85,불안한 행복,김미원 (지은이),특별한서재,2021,9.79119E+12,,,,818,1,0,2021-03-15
86,버터도 달걀도 필요 없는 건강빵 - 3분 손반죽으로 완성하는 비밀 레시피,"유키에 (지은이), 김유미 (옮긴이)",문학동네,2020,9.78895E+12,,,,594.71,1,1,2021-03-15
87,"문정인의 미래 시나리오 (코로나1, 미중 신냉전, 한국의 선택)",<b>문정인</b>,청림출판,2021,9.78894E+12,,,,349.11,1,1,2021-03-15
88,"매일 마인드맵 (그리고, 생각하며, 성장하는 생각지도 다이어리, Daily Series 8)",오소희,더디퍼런스,2017,9.79116E+12,,,,325.211,1,2,2021-03-15
89,맛있는 디자인 프리미어 프로 CC 2021 - 쉽게 배워 제대로 써먹는 유튜브 영상 편집,"정지원, 심수진, 윤성우, 김덕영 (지은이)",한빛미디어,2021,9.79116E+12,,,,,0,0,2021-03-15
90,마들렌&피낭시에 수업,권향미,Cypress(싸이프레스),2019,9.79116E+12,,,,594.71,1,1,2021-03-15
91,독립하면 저절로 되는 줄 알았어,이영란,채륜서,2021,9.79119E+12,,,,818,1,0,2021-03-15
92,내러티브 경제학 - 경제를 움직이는 입소문의 힘,"로버트 J. 실러 (지은이), 박슬라 (옮긴이)",알에이치코리아(RHK),2021,9.78893E+12,,,,320,1,0,2021-03-15
93,"나의 가련한 지배자 (엄마와 딸, 엄마 됨에 관한 원망과 이해의 사적인 역사)",이현주,코난북스,2020,9.79119E+12,,,,332.24,1,1,2021-03-15
94,나로 말할 것 같으면,윤명숙,알마,2021,9.79116E+12,,,,818,1,1,2021-03-15
95,그림으로 공부하는 오라클 구조(개정판) (개정판),스기타 아츠시|야마모토 유미코|오다 케이지|츠지이 유카|테라무라 료,Jpub(제이펍),2020,9.79119E+12,,,,5.756,1,1,2021-03-15
96,고대 중국의 마음과 몸 (오리엔탈리즘과 전체론 신화를 넘어),에드워드 슬링거랜드,고반,2020,9.789E+12,,,,152,1,1,2021-03-15
97,경양식집에서,조영권,린틴틴,2021,9.7912E+12,,,,594.019,1,1,2021-03-15
98,경매야 부탁해,원도,잇콘,2018,9.7912E+12,,,,327.87,1,0,2021-03-15
99,강방천의 관점 (주식투자 대가가 가치를 찾는 법),<b>강방천</b>,한국경제신문,2021,9.78895E+12,,,,327.856,1,1,2021-03-15
100,Python으로 배우는 문제해결과 인공지능,김현정|오경선,인피니티북스,2021,9.79119E+12,,,,5.133,1,1,2021-03-15
101,No라고 말할 줄 아는 남편과 아내 - 개정판,"헨리 클라우드, 존 타운센드 (지은이), 김진웅 (옮긴이)",좋은씨앗,2018,9.78896E+12,,,,234.9,1,1,2021-03-15
102,"D2C 레볼루션 - 스타트업부터 글로벌 기업까지, 마켓 체인저의 필수 전략","로런스 인그래시아 (지은이), 안기순 (옮긴이)",부키,2021,9.78896E+12,,,,325.1,1,0,2021-03-15
103,C++를 사용한 언리얼 엔진 4 개발 2/e (100여 개의 레시피를 통해 배우는 언리얼 4 게임 개발 가이드),존 도란.윌리엄 셰리프.스테판 화이틀 지음|조경빈,에이콘,2020,9.79116E+12,,,,5.11,1,1,2021-03-15
104,CAPCOM 격투캐릭터 만드는 법 (스트리트 파이터 캐릭터디자인),<b>Capcom</b>,비엘북스,2021,9.79119E+12,,,,657.5,1,1,2021-03-15
105,"30대 흙수저, 기적의 강남 입성기",<b>강남</b>흙수저|부동삶|자수성부,Tornado(토네이도),2020,9.79116E+12,,,,327.87,1,1,2021-03-15
106,"2021년 서울아파트, 大폭락이 시작된다! (365개 아파트 실거래가의 통계적 분석을 통한 서울아파트 대전망)",엘리엇,북랩,2020,9.79117E+12,,,,327.87,1,2,2021-03-15
107,타인을 읽는 말 :4가지 상징으로 풀어내는 대화의 심리학 ,"로런스 앨리슨,에밀리 앨리슨 지음 ;김두완 옮김",흐름출판,2021,9.78897E+12,,0,,189.2,1,0,2021-03-12
108,비판기 이전 저작,임마누엘 칸트 지음;한국칸트학회 기획;김상현 ;이남원 옮김,한길사,2021,9.78894E+12,,9,1,165.21,1,0,2021-03-12
109,비판기 이전 저작,임마누엘 칸트 지음;한국칸트학회 기획;박진...[등] 옮김,한길사,2021,9.78894E+12,,9,3,165.21,1,0,2021-03-12
110,파친코,이민진 지음 ;이미정 옮김,문학사상,2018,9.78897E+12,9.78897E+12,0,1,843.6,1,0,2021-03-12
111,파친코,이민진 지음 ;이미정 옮김,문학사상,2018,9.78897E+12,9.78897E+12,0,2,843.6,1,0,2021-03-12
112,보건교사 안은영 :정세랑 장편소설 ,지은이: 정세랑,민음사,2021,9.78894E+12,,0,,813.7,1,0,2021-03-12
113,보건교사 안은영 :정세랑 장편소설 ,지은이: 정세랑,민음사,2021,9.78894E+12,,0,,813.7,1,1,2021-03-12
114,스토너 ,존 윌리엄스 지음 ;김승욱 옮김,RHK(알에이치코리아),2021,9.78893E+12,,0,,843.5,1,0,2021-03-12
115,스토너 ,존 윌리엄스 지음 ;김승욱 옮김,RHK(알에이치코리아),2021,9.78893E+12,,0,,843.5,1,0,2021-03-12
116,어린이라는 세계 :김소영 에세이 ,지은이: 김소영,사계절(사계절출판사),2020,9.79116E+12,,0,,818,1,0,2021-03-12
117,어린이라는 세계 :김소영 에세이 ,지은이: 김소영,사계절(사계절출판사),2020,9.79116E+12,,0,,818,1,0,2021-03-12
118,우리가 사랑한 내일들 :유선애 인터뷰집 ,유선애 지음,한겨레출판,2021,9.79116E+12,,0,,818,1,0,2021-03-12
119,우리가 사랑한 내일들 :유선애 인터뷰집 ,유선애 지음,한겨레출판,2021,9.79116E+12,,0,,818,1,0,2021-03-12
120,노화의 종말 :하버드 의대 수명 혁명 프로젝트 ,"지은이: 데이비드 A. 싱클레어,매슈 D. 러플랜트 ;옮긴이: 이한음",부·키,2020,9.78896E+12,,0,,511.1689,1,1,2021-03-12
121,노화의 종말 :하버드 의대 수명 혁명 프로젝트 ,"지은이: 데이비드 A. 싱클레어,매슈 D. 러플랜트 ;옮긴이: 이한음",부·키,2020,9.78896E+12,,0,,511.1689,1,0,2021-03-12
122,라이프 트렌드 2021 =Life trend :fight or flight ,김용섭 지음,부·키,2020,9.78896E+12,,1,2021,325.5,1,0,2021-03-12
123,폴리매스 =polymath :한계를 거부하는 다재다능함의 힘 ,와카스 아메드 지음 ;이주만 옮김,로크미디어,2020,9.79114E+12,,0,,325.211,1,0,2021-03-12
124,폴리매스 =polymath :한계를 거부하는 다재다능함의 힘 ,와카스 아메드 지음 ;이주만 옮김,로크미디어,2020,9.79114E+12,,0,,325.211,1,0,2021-03-12
125,매우 예민한 사람들을 위한 책 :뇌과학과 정신의학이 들려주는 당신 마음에 대한 이야기 ,지은이: 전홍진,글항아리,2020,9.78897E+12,,0,,182.12,1,0,2021-03-12
126,매우 예민한 사람들을 위한 책 :뇌과학과 정신의학이 들려주는 당신 마음에 대한 이야기 ,지은이: 전홍진,글항아리,2020,9.78897E+12,,0,,182.12,1,0,2021-03-12
127,파친코,이민진 지음 ;이미정 옮김,문학사상,2018,9.78897E+12,9.78897E+12,0,1,843.6,1,0,2021-03-12
128,파친코,이민진 지음 ;이미정 옮김,문학사상,2018,9.78897E+12,9.78897E+12,0,1,843.6,1,0,2021-03-12
129,파친코,이민진 지음 ;이미정 옮김,문학사상,2018,9.78897E+12,9.78897E+12,0,2,843.6,1,0,2021-03-12
130,파친코,이민진 지음 ;이미정 옮김,문학사상,2018,9.78897E+12,9.78897E+12,0,2,843.6,1,0,2021-03-12
131,객관적이고 과학적인 공부법 ,"이지성,인현진 지음",차이정원,2021,9.7912E+12,,0,,373.4,1,1,2021-03-12
132,관종의 조건:관심을 무기로 시장을 장악한 사람들의 법칙,임홍택 지음,Whale Books(웨일북),2020,9.79119E+12,,0,,325.211,1,0,2021-03-12
133,(빌 게이츠)기후재앙을 피하는 법:우리가 가진 솔루션과 우리에게 필요한 돌파구,빌 게이츠 지음;김민주;이엽 옮김,김영사,2021,9.78893E+12,,0,,539.9,1,0,2021-03-12
134,그럼에도 나는 아파트를 사기로 했다 ,지은이: 박성혜,매경출판,2021,9.79116E+12,,0,,327.87,1,1,2021-03-12
135,객관적이고 과학적인 공부법 ,"이지성,인현진 지음",차이정원,2021,9.7912E+12,,0,,373.4,1,0,2021-03-12
136,황금광시대,일민미술관.프로파간다 편집부 엮음,프로파간다,2020,9.789E+12,,,,,1,0,2021-03-12
137,스토리를 품은 미쿡 영어회화,June Sweeney 지음,바이링구얼,2020,9.79119E+12,,,,,1,0,2021-03-12
138,아기 악어 악악이(움아1),장승욱 지음,매스메스에이지,2020,9.789E+12,,,,,1,0,2021-03-12
139,놀이터(움아1),문종훈 지음,늘보의섬,2020,9.7912E+12,,,,,1,0,2021-03-12
140,실험의 힘,"마이클 루카.맥스 베이저만 지음, 강주헌 옮김",안드로메디안,2021,9.79114E+12,,,,,1,0,2021-03-12
141,엄마가 먹었던 음식을 내가 먹네,홍명진 지음,걷는사람,2021,9.79119E+12,,,,,1,0,2021-03-12
142,음악열애,서정민갑 지음,걷는사람,2021,9.79119E+12,,,,,1,0,2021-03-12
143,도산 안창호 평전,신용하 지음,지식산업사,2021,9.78894E+12,,,,,1,0,2021-03-12
144,헤비메탈 계보도,사은국 지음,도서출판 11,2021,9.7912E+12,,,,,1,0,2021-03-12
145,기분이 좋아지는 오늘의 입욕제,소크아트 지음,영진.com(영진닷컴),2021,9.78893E+12,,,,,1,0,2021-03-12
146,죽은 새를 먹다,이시유 지음,달아실(달아실출판사),2020,9.79119E+12,,,,,1,0,2021-03-12
147,길을 걷다 문득 떠오른 것들,신정일 지음,상상출판,2020,9.79119E+12,,,,,1,0,2021-03-12
148,쓱 하고 싹 배우는 엑셀 2016,안은진 지음,Youngjin.com(영진닷컴),2021,9.78893E+12,,,,,1,0,2021-03-12
149,쓱 하고 싹 배우는 유튜브 & 영상 편집,김혜진 지음,Youngjin.com(영진닷컴),2020,9.78893E+12,,,,,1,0,2021-03-12
150,예능의 비밀,이동규 지음,커뮤니케이션북스,2021,9.79113E+12,,,,,1,0,2021-03-12
151,디자인 씽킹을 넘어 프로그래밍 씽킹으로,고승원.윤상혁 지음,비제이퍼블릭,2021,9.79117E+12,,,,,1,0,2021-03-12
152,사용자의 마음을 움직이는 UX 디자인의 힘,김동후 지음,맹그로브숲,2021,9.789E+12,,,,,1,0,2021-03-12
153,탐독가들,박수밀 지음,카모마일북스,2020,9.789E+12,,,,,1,0,2021-03-12
154,퇴근이 1시간 빨라지는 초간단 파워포인트,이지훈 지음,21세기북스,2021,9.78895E+12,,,,5.55,1,0,2021-03-12
155,창작자와 편집자를 위한 저작권 매뉴얼,이승훈 외 지음,한국출판인회의,2020,9.78899E+12,,,,,1,0,2021-03-12
156,책이 밥 먹여준다면,이훈희 지음,가연,2021,9.78897E+12,,,,,1,0,2021-03-12
157,"실전 보고서 작성 기술 with 파워포인트, 워드, 한글",홍장표 지음,한빛미디어,2020,9.79116E+12,,,,,1,0,2021-03-12
158,엑셀로 시작하는 데이터과학 실무,"하야마 히로시 지음, 최서희 옮김",Youngjin.com(영진닷컴),2021,9.78893E+12,,,,,1,0,2021-03-12
159,아이패드 드로잉 무작정 따라하기,난희(표지희) 지음,길벗,2021,9.79117E+12,,,,,1,0,2021-03-12
160,약속과 예측,동아대학교 젠더·어펙트연구소 지음,산지니,2020,9.78897E+12,,,,,1,0,2021-03-12
161,"대만의 역사와 정체성을 찾아서, 대만의식과 대만문화","황준걸 지음, 정선모 옮김",성균관대학교출판부,2021,9.79116E+12,,,,,1,0,2021-03-12
162,불교를 사랑한 조선 유학자의 선어록,"김대현 지음, 박성덕 옮김",운주사,2021,9.78896E+12,,,,,1,0,2021-03-12
163,티베트 사람들의 보리심 기도문,청전 편역,불광출판사,2021,9.78897E+12,,,,,1,0,2021-03-12
164,성 김대건 바로 알기,김정수 지음,생활성서(생활성서사),2020,9.78898E+12,,,,,1,0,2021-03-12
165,책의 미로 책의 지도,송인규 지음,비아토르,2021,9.79119E+12,,,,,1,0,2021-03-12
166,법정 詩로 태어나다,김옥림 지음,미래북,2021,9.79119E+12,,,,811.7,1,0,2021-03-12
167,법정 행복한 삶,김옥림 지음,MiraeBook(미래북),2020,9.79119E+12,,,,199.1,1,0,2021-03-12
168,클래식을 만난 붓다,김준희 지음,올리브그린,2021,9.789E+12,,,,,1,0,2021-03-12
169,기독교로 읽는 세계사,"나이토 히로후미 지음, 이유라 옮김",역사산책,2021,9.79119E+12,,,,,1,0,2021-03-12
170,나는 어제 개운하게 참 잘 죽었다,장웅연 지음,불광출판사,2021,9.78897E+12,,,,,1,0,2021-03-12
171,탄허의 예언과 그 불꽃 같은 생애,자현 지음,민족사,2021,9.79119E+12,,,,,1,0,2021-03-12
172,인문학은 성경을 어떻게 만나는가,박양규 지음,샘솟는기쁨,2021,9.79119E+12,,,,,1,0,2021-03-12
173,소 알로이시오 신부 평전,안동권 지음,책으로여는세상,2020,9.78899E+12,,,,,1,0,2021-03-12
174,성 김대건 안드레아 신부의 서한,한국교회사연구소 엮음,한국교회사연구소,2020,9.79119E+12,,,,,1,0,2021-03-12
175,불교성전,대한불교조계종 불교성전편찬추진위원회 엮음,조계종출판사,2021,9.79116E+12,,,,,1,0,2021-03-12
176,1세기 그리스도인의 공동읽기,"브라이언 라이트 지음, 박규태 옮김",IVP,2021,9.78893E+12,,,,235,1,0,2021-03-12
177,"개혁신학의 뿌리, 츠빙글리를 읽다",주도홍 지음,세움북스,2021,9.79119E+12,,,,,1,0,2021-03-12
178,천국의 사다리,"요한 클리마쿠스 지음, 허성석 옮김",분도출판사,2020,9.78894E+12,,,,,1,0,2021-03-12
179,전라북도의 종교와 신화,고은임 외 지음,서울대학교출판문화원,2021,9.78895E+12,,,,,1,0,2021-03-12
180,"유리멘탈을 위한 심리책(인문1, 독치1)","미즈시마 히로코 지음, 전경아 옮김",갤리온,2021,9.7889E+12,,,,,2,0,2021-03-12
181,조금 알고 적당히 모르는 오십이 되었다,이주희 지음,청림출판,2021,9.78894E+12,,,,,1,0,2021-03-12
182,미학적 인간으로 살아가기,최광진 지음,현암사,2020,9.78893E+12,,,,112.7,1,0,2021-03-12
183,대화의 품격,이서정 지음,위북,2021,9.7912E+12,,,,,1,0,2021-03-12
184,스피노자의 생활철학,황진규 지음,인간사랑,2020,9.78897E+12,,,,,1,0,2021-03-12
185,"마음 설계의 힘(인문1, 독치1)",임철웅 지음,트로이목마,2021,9.79119E+12,,,,,2,0,2021-03-12
186,주역의 시간,남덕 지음,스타북스,2021,9.79116E+12,,,,,1,0,2021-03-12
187,중세 여성철학자 트리오,신창석 지음,일조각,2021,9.78893E+12,,,,,1,0,2021-03-12
188,나도 AI 로봇 만들 수 있어,"김선미 외 지음, 구덕회 감수",미디어숲,2020,9.79116E+12,,,,,1,0,2021-03-12
189,스마트폰으로 시작하는 유튜브,김수영 지음,성안당,2020,9.78893E+12,,,,,1,0,2021-03-12
190,스캠 미 이프 유 캔 Scam Me If You Can,"프랭크 애버그네일 지음, 정순욱 옮김",에이콘출판,2021,9.79116E+12,,,,,1,0,2021-03-12
191,Do it! 쉽게 배우는 R 텍스트 마이닝,김영우 지음,이지스퍼블리싱,2021,9.79116E+12,,,,,1,0,2021-03-12
192,포토샵 CC 2021 무작정 따라하기,민지영.앤미디어 지음,길벗,2021,9.79117E+12,,,,,1,0,2021-03-12
193,자바 개발자를 위한 97가지 제안,"케블린 헤니.트리샤 지 지음, 장현희 옮김",Jpub(제이펍),2020,9.79119E+12,,,,,1,0,2021-03-12
194,일러스트레이터 CC 2021 무작정 따라하기,문수민.이상호.앤미디어 지음,길벗,2021,9.79117E+12,,,,,1,0,2021-03-12
195,도서관의 미래가치와 영향력,노영희 지음,청람,2021,9.78896E+12,,,,,1,0,2021-03-12
196,유저를 끌어당기는 모바일 게임 기획,박형선.민준홍.유수연 지음,비제이퍼블릭,2020,9.79117E+12,,,,,1,0,2021-03-12
197,나의 첫 아이패드 다이어리,샤키.밤톨.DT굿노트 지음,비제이퍼블릭,2021,9.79117E+12,,,,,1,0,2021-03-12
